period,count
2005-06-30 03:20:00,84.0
2005-06-30 04:00:00,83.25
2005-06-30 04:40:00,82.625
2005-06-30 05:20:00,79.75
2005-06-30 06:00:00,76.0
2005-06-30 06:40:00,69.125
2005-06-30 07:20:00,59.25
2005-06-30 08:00:00,50.5
2005-06-30 08:40:00,45.75
2005-06-30 09:20:00,43.125
2005-06-30 10:00:00,40.75
2005-06-30 10:40:00,40.25
2005-06-30 11:20:00,38.25
2005-06-30 12:00:00,34.625
2005-06-30 12:40:00,31.875
2005-06-30 13:20:00,29.375
2005-06-30 14:00:00,25.75
2005-06-30 14:40:00,23.0
2005-06-30 15:20:00,21.125
2005-06-30 16:00:00,19.125
2005-06-30 16:40:00,18.375
2005-06-30 17:20:00,18.25
2005-06-30 18:00:00,17.875
2005-06-30 18:40:00,19.75
2005-06-30 19:20:00,21.5
2005-06-30 20:00:00,25.5
2005-06-30 20:40:00,36.75
2005-06-30 21:20:00,52.625
2005-06-30 22:00:00,66.5
2005-06-30 22:40:00,76.75
2005-06-30 23:20:00,80.875
2005-07-01 00:00:00,83.375
2005-07-01 00:40:00,87.5
2005-07-01 01:20:00,86.625
2005-07-01 02:00:00,85.25
2005-07-01 02:40:00,87.875
2005-07-01 03:20:00,88.375
2005-07-01 04:00:00,83.25
2005-07-01 04:40:00,79.375
2005-07-01 05:20:00,77.125
2005-07-01 06:00:00,66.625
2005-07-01 06:40:00,58.5
2005-07-01 07:20:00,49.25
2005-07-01 08:00:00,44.5
2005-07-01 08:40:00,41.375
2005-07-01 09:20:00,40.25
2005-07-01 10:00:00,39.25
2005-07-01 10:40:00,36.625
2005-07-01 11:20:00,36.75
2005-07-01 12:00:00,33.0
2005-07-01 12:40:00,29.75
2005-07-01 13:20:00,26.25
2005-07-01 14:00:00,24.125
2005-07-01 14:40:00,22.25
2005-07-01 15:20:00,20.625
2005-07-01 16:00:00,19.625
2005-07-01 16:40:00,18.5
2005-07-01 17:20:00,18.625
2005-07-01 18:00:00,17.5
2005-07-01 18:40:00,16.625
2005-07-01 19:20:00,18.625
2005-07-01 20:00:00,18.125
2005-07-01 20:40:00,19.75
2005-07-01 21:20:00,23.25
2005-07-01 22:00:00,25.375
2005-07-01 22:40:00,28.625
2005-07-01 23:20:00,30.375
2005-07-02 00:00:00,32.625
2005-07-02 00:40:00,34.125
2005-07-02 01:20:00,33.25
2005-07-02 02:00:00,33.25
2005-07-02 02:40:00,33.25
2005-07-02 03:20:00,33.5
2005-07-02 04:00:00,33.75
2005-07-02 04:40:00,33.375
2005-07-02 05:20:00,32.5
2005-07-02 06:00:00,31.375
2005-07-02 06:40:00,32.0
2005-07-02 07:20:00,31.5
2005-07-02 08:00:00,32.125
2005-07-02 08:40:00,30.625
2005-07-02 09:20:00,30.25
2005-07-02 10:00:00,30.0
2005-07-02 10:40:00,27.875
2005-07-02 11:20:00,27.0
2005-07-02 12:00:00,25.375
2005-07-02 12:40:00,24.25
2005-07-02 13:20:00,22.5
2005-07-02 14:00:00,20.25
2005-07-02 14:40:00,18.875
2005-07-02 15:20:00,19.0
2005-07-02 16:00:00,20.875
2005-07-02 16:40:00,18.375
2005-07-02 17:20:00,16.5
2005-07-02 18:00:00,16.125
2005-07-02 18:40:00,16.125
2005-07-02 19:20:00,16.5
2005-07-02 20:00:00,16.75
2005-07-02 20:40:00,19.0
2005-07-02 21:20:00,22.125
2005-07-02 22:00:00,24.625
2005-07-02 22:40:00,28.625
2005-07-02 23:20:00,30.5
2005-07-03 00:00:00,31.75
2005-07-03 00:40:00,32.5
2005-07-03 01:20:00,32.5
2005-07-03 02:00:00,32.25
2005-07-03 02:40:00,32.125
2005-07-03 03:20:00,32.0
2005-07-03 04:00:00,33.375
2005-07-03 04:40:00,33.375
2005-07-03 05:20:00,35.0
2005-07-03 06:00:00,34.125
2005-07-03 06:40:00,34.625
2005-07-03 07:20:00,35.375
2005-07-03 08:00:00,36.625
2005-07-03 08:40:00,36.5
2005-07-03 09:20:00,36.625
2005-07-03 10:00:00,35.75
2005-07-03 10:40:00,33.25
2005-07-03 11:20:00,30.875
2005-07-03 12:00:00,26.625
2005-07-03 12:40:00,24.125
2005-07-03 13:20:00,22.0
2005-07-03 14:00:00,19.625
2005-07-03 14:40:00,18.25
2005-07-03 15:20:00,18.25
2005-07-03 16:00:00,19.0
2005-07-03 16:40:00,18.625
2005-07-03 17:20:00,20.375
2005-07-03 18:00:00,23.125
2005-07-03 18:40:00,25.0
2005-07-03 19:20:00,35.25
2005-07-03 20:00:00,52.375
2005-07-03 20:40:00,71.0
2005-07-03 21:20:00,80.0
2005-07-03 22:00:00,84.0
2005-07-03 22:40:00,87.875
2005-07-03 23:20:00,90.125
2005-07-04 00:00:00,90.75
2005-07-04 00:40:00,88.625
2005-07-04 01:20:00,90.125
2005-07-04 02:00:00,94.0
2005-07-04 02:40:00,93.875
2005-07-04 03:20:00,91.875
2005-07-04 04:00:00,87.25
2005-07-04 04:40:00,80.875
2005-07-04 05:20:00,71.25
2005-07-04 06:00:00,57.625
2005-07-04 06:40:00,48.0
2005-07-04 07:20:00,46.125
2005-07-04 08:00:00,43.875
2005-07-04 08:40:00,42.75
2005-07-04 09:20:00,41.0
2005-07-04 10:00:00,40.375
2005-07-04 10:40:00,38.5
2005-07-04 11:20:00,30.0
2005-07-04 12:00:00,27.5
2005-07-04 12:40:00,23.875
2005-07-04 13:20:00,20.875
2005-07-04 14:00:00,19.625
2005-07-04 14:40:00,19.75
2005-07-04 15:20:00,18.0
2005-07-04 16:00:00,17.625
2005-07-04 16:40:00,17.0
2005-07-04 17:20:00,18.375
2005-07-04 18:00:00,21.375
2005-07-04 18:40:00,30.25
2005-07-04 19:20:00,41.125
2005-07-04 20:00:00,58.75
2005-07-04 20:40:00,74.0
2005-07-04 21:20:00,79.25
2005-07-04 22:00:00,85.625
2005-07-04 22:40:00,91.25
2005-07-04 23:20:00,91.75
2005-07-05 00:00:00,86.25
2005-07-05 00:40:00,87.125
2005-07-05 01:20:00,90.125
2005-07-05 02:00:00,88.875
2005-07-05 02:40:00,89.375
2005-07-05 03:20:00,87.625
2005-07-05 04:00:00,82.0
2005-07-05 04:40:00,70.75
2005-07-05 05:20:00,63.25
2005-07-05 06:00:00,51.5
2005-07-05 06:40:00,46.125
2005-07-05 07:20:00,44.75
2005-07-05 08:00:00,42.125
2005-07-05 08:40:00,40.5
2005-07-05 09:20:00,38.875
2005-07-05 10:00:00,36.0
2005-07-05 10:40:00,31.0
2005-07-05 11:20:00,27.625
2005-07-05 12:00:00,24.625
2005-07-05 12:40:00,22.125
2005-07-05 13:20:00,20.375
2005-07-05 14:00:00,20.0
2005-07-05 14:40:00,18.625
2005-07-05 15:20:00,19.125
2005-07-05 16:00:00,18.0
2005-07-05 16:40:00,20.875
2005-07-05 17:20:00,21.5
2005-07-05 18:00:00,27.625
2005-07-05 18:40:00,37.125
2005-07-05 19:20:00,51.875
2005-07-05 20:00:00,67.125
2005-07-05 20:40:00,77.0
2005-07-05 21:20:00,83.0
2005-07-05 22:00:00,87.0
2005-07-05 22:40:00,89.625
2005-07-05 23:20:00,90.75
2005-07-06 00:00:00,90.125
2005-07-06 00:40:00,92.25
2005-07-06 01:20:00,91.375
2005-07-06 02:00:00,90.125
2005-07-06 02:40:00,91.125
2005-07-06 03:20:00,81.875
2005-07-06 04:00:00,74.125
2005-07-06 04:40:00,64.75
2005-07-06 05:20:00,54.625
2005-07-06 06:00:00,48.75
2005-07-06 06:40:00,47.75
2005-07-06 07:20:00,44.75
2005-07-06 08:00:00,43.25
2005-07-06 08:40:00,39.375
2005-07-06 09:20:00,36.375
2005-07-06 10:00:00,31.75
2005-07-06 10:40:00,31.0
2005-07-06 11:20:00,26.625
2005-07-06 12:00:00,23.875
2005-07-06 12:40:00,21.625
2005-07-06 13:20:00,21.125
2005-07-06 14:00:00,20.5
2005-07-06 14:40:00,19.625
2005-07-06 15:20:00,18.25
2005-07-06 16:00:00,17.5
2005-07-06 16:40:00,19.5
2005-07-06 17:20:00,24.5
2005-07-06 18:00:00,31.875
2005-07-06 18:40:00,46.625
2005-07-06 19:20:00,61.375
2005-07-06 20:00:00,75.0
2005-07-06 20:40:00,80.875
2005-07-06 21:20:00,86.5
2005-07-06 22:00:00,89.375
2005-07-06 22:40:00,94.75
2005-07-06 23:20:00,89.125
2005-07-07 00:00:00,90.125
2005-07-07 00:40:00,91.125
2005-07-07 01:20:00,89.25
2005-07-07 02:00:00,88.625
2005-07-07 02:40:00,84.875
2005-07-07 03:20:00,82.625
2005-07-07 04:00:00,70.625
2005-07-07 04:40:00,59.25
2005-07-07 05:20:00,49.125
2005-07-07 06:00:00,47.0
2005-07-07 06:40:00,46.125
2005-07-07 07:20:00,41.125
2005-07-07 08:00:00,40.375
2005-07-07 08:40:00,38.125
2005-07-07 09:20:00,33.625
2005-07-07 10:00:00,31.5
2005-07-07 10:40:00,28.75
2005-07-07 11:20:00,25.375
2005-07-07 12:00:00,23.625
2005-07-07 12:40:00,21.5
2005-07-07 13:20:00,22.0
2005-07-07 14:00:00,22.625
2005-07-07 14:40:00,20.375
2005-07-07 15:20:00,19.875
2005-07-07 16:00:00,20.25
2005-07-07 16:40:00,22.375
2005-07-07 17:20:00,28.75
2005-07-07 18:00:00,40.125
2005-07-07 18:40:00,54.0
2005-07-07 19:20:00,68.625
2005-07-07 20:00:00,77.75
2005-07-07 20:40:00,83.625
2005-07-07 21:20:00,86.875
2005-07-07 22:00:00,87.125
2005-07-07 22:40:00,84.5
2005-07-07 23:20:00,82.875
2005-07-08 00:00:00,85.125
2005-07-08 00:40:00,84.0
2005-07-08 01:20:00,82.25
2005-07-08 02:00:00,75.375
2005-07-08 02:40:00,72.0
2005-07-08 03:20:00,64.0
2005-07-08 04:00:00,56.375
2005-07-08 04:40:00,47.0
2005-07-08 05:20:00,42.375
2005-07-08 06:00:00,39.0
2005-07-08 06:40:00,36.625
2005-07-08 07:20:00,35.0
2005-07-08 08:00:00,33.875
2005-07-08 08:40:00,32.0
2005-07-08 09:20:00,28.125
2005-07-08 10:00:00,25.75
2005-07-08 10:40:00,24.625
2005-07-08 11:20:00,22.875
2005-07-08 12:00:00,20.625
2005-07-08 12:40:00,19.625
2005-07-08 13:20:00,18.125
2005-07-08 14:00:00,18.25
2005-07-08 14:40:00,17.25
2005-07-08 15:20:00,17.0
2005-07-08 16:00:00,17.5
2005-07-08 16:40:00,18.375
2005-07-08 17:20:00,18.375
2005-07-08 18:00:00,20.625
2005-07-08 18:40:00,22.5
2005-07-08 19:20:00,27.0
2005-07-08 20:00:00,29.25
2005-07-08 20:40:00,30.5
2005-07-08 21:20:00,31.375
2005-07-08 22:00:00,32.5
2005-07-08 22:40:00,33.0
2005-07-08 23:20:00,32.5
2005-07-09 00:00:00,31.75
2005-07-09 00:40:00,30.125
2005-07-09 01:20:00,29.625
2005-07-09 02:00:00,31.125
2005-07-09 02:40:00,31.125
2005-07-09 03:20:00,31.75
2005-07-09 04:00:00,31.0
2005-07-09 04:40:00,30.75
2005-07-09 05:20:00,30.5
2005-07-09 06:00:00,30.375
2005-07-09 06:40:00,30.0
2005-07-09 07:20:00,30.5
2005-07-09 08:00:00,29.625
2005-07-09 08:40:00,30.5
2005-07-09 09:20:00,25.125
2005-07-09 10:00:00,23.125
2005-07-09 10:40:00,22.875
2005-07-09 11:20:00,21.375
2005-07-09 12:00:00,19.625
2005-07-09 12:40:00,19.625
2005-07-09 13:20:00,17.75
2005-07-09 14:00:00,17.625
2005-07-09 14:40:00,17.125
2005-07-09 15:20:00,15.375
2005-07-09 16:00:00,15.875
2005-07-09 16:40:00,16.0
2005-07-09 17:20:00,16.25
2005-07-09 18:00:00,18.125
2005-07-09 18:40:00,20.625
2005-07-09 19:20:00,22.875
2005-07-09 20:00:00,25.875
2005-07-09 20:40:00,29.375
2005-07-09 21:20:00,29.375
2005-07-09 22:00:00,31.125
2005-07-09 22:40:00,31.375
2005-07-09 23:20:00,30.0
2005-07-10 00:00:00,31.0
2005-07-10 00:40:00,31.5
2005-07-10 01:20:00,32.125
2005-07-10 02:00:00,35.375
2005-07-10 02:40:00,33.5
2005-07-10 03:20:00,33.375
2005-07-10 04:00:00,34.125
2005-07-10 04:40:00,35.375
2005-07-10 05:20:00,36.25
2005-07-10 06:00:00,34.25
2005-07-10 06:40:00,34.25
2005-07-10 07:20:00,32.75
2005-07-10 08:00:00,31.125
2005-07-10 08:40:00,27.875
2005-07-10 09:20:00,25.875
2005-07-10 10:00:00,23.0
2005-07-10 10:40:00,21.125
2005-07-10 11:20:00,18.75
2005-07-10 12:00:00,18.625
2005-07-10 12:40:00,17.375
2005-07-10 13:20:00,17.125
2005-07-10 14:00:00,17.125
2005-07-10 14:40:00,19.375
2005-07-10 15:20:00,19.375
2005-07-10 16:00:00,24.875
2005-07-10 16:40:00,34.75
2005-07-10 17:20:00,53.5
2005-07-10 18:00:00,70.25
2005-07-10 18:40:00,81.75
2005-07-10 19:20:00,87.625
2005-07-10 20:00:00,92.125
2005-07-10 20:40:00,94.25
2005-07-10 21:20:00,91.625
2005-07-10 22:00:00,90.5
2005-07-10 22:40:00,91.5
2005-07-10 23:20:00,93.625
2005-07-11 00:00:00,93.5
2005-07-11 00:40:00,92.375
2005-07-11 01:20:00,85.0
2005-07-11 02:00:00,78.875
2005-07-11 02:40:00,65.625
2005-07-11 03:20:00,55.875
2005-07-11 04:00:00,49.875
2005-07-11 04:40:00,45.875
2005-07-11 05:20:00,44.25
2005-07-11 06:00:00,42.25
2005-07-11 06:40:00,40.0
2005-07-11 07:20:00,37.75
2005-07-11 08:00:00,33.875
2005-07-11 08:40:00,30.5
2005-07-11 09:20:00,27.625
2005-07-11 10:00:00,23.5
2005-07-11 10:40:00,22.375
2005-07-11 11:20:00,21.375
2005-07-11 12:00:00,21.0
2005-07-11 12:40:00,20.25
2005-07-11 13:20:00,19.375
2005-07-11 14:00:00,20.5
2005-07-11 14:40:00,22.0
2005-07-11 15:20:00,23.875
2005-07-11 16:00:00,32.125
2005-07-11 16:40:00,47.625
2005-07-11 17:20:00,66.25
2005-07-11 18:00:00,77.5
2005-07-11 18:40:00,82.375
2005-07-11 19:20:00,90.625
2005-07-11 20:00:00,93.25
2005-07-11 20:40:00,92.625
2005-07-11 21:20:00,89.25
2005-07-11 22:00:00,91.625
2005-07-11 22:40:00,93.5
2005-07-11 23:20:00,95.375
2005-07-12 00:00:00,85.125
2005-07-12 00:40:00,73.5
2005-07-12 01:20:00,68.5
2005-07-12 02:00:00,77.125
2005-07-12 02:40:00,64.375
2005-07-12 03:20:00,51.125
2005-07-12 04:00:00,46.125
2005-07-12 04:40:00,43.625
2005-07-12 05:20:00,41.5
2005-07-12 06:00:00,41.25
2005-07-12 06:40:00,38.625
2005-07-12 07:20:00,35.875
2005-07-12 08:00:00,33.625
2005-07-12 08:40:00,27.625
2005-07-12 09:20:00,24.25
2005-07-12 10:00:00,22.875
2005-07-12 10:40:00,22.0
2005-07-12 11:20:00,21.875
2005-07-12 12:00:00,22.375
2005-07-12 12:40:00,18.875
2005-07-12 13:20:00,17.75
2005-07-12 14:00:00,19.25
2005-07-12 14:40:00,21.625
2005-07-12 15:20:00,29.875
2005-07-12 16:00:00,43.625
2005-07-12 16:40:00,58.625
2005-07-12 17:20:00,73.625
2005-07-12 18:00:00,77.75
2005-07-12 18:40:00,82.0
2005-07-12 19:20:00,89.5
2005-07-12 20:00:00,87.25
2005-07-12 20:40:00,87.75
2005-07-12 21:20:00,89.875
2005-07-12 22:00:00,92.375
2005-07-12 22:40:00,88.375
2005-07-12 23:20:00,93.125
2005-07-13 00:00:00,85.0
2005-07-13 00:40:00,80.875
2005-07-13 01:20:00,72.875
2005-07-13 02:00:00,49.5
2005-07-13 02:40:00,38.875
2005-07-13 03:20:00,34.0
2005-07-13 04:00:00,30.625
2005-07-13 04:40:00,30.0
2005-07-13 05:20:00,29.625
2005-07-13 06:00:00,27.875
2005-07-13 06:40:00,24.625
2005-07-13 07:20:00,22.375
2005-07-13 08:00:00,21.125
2005-07-13 08:40:00,17.75
2005-07-13 09:20:00,16.75
2005-07-13 10:00:00,15.5
2005-07-13 10:40:00,15.125
2005-07-13 11:20:00,13.375
2005-07-13 12:00:00,14.375
2005-07-13 12:40:00,13.375
2005-07-13 13:20:00,15.75
2005-07-13 14:00:00,15.5
2005-07-13 14:40:00,24.75
2005-07-13 15:20:00,30.0
2005-07-13 16:00:00,40.875
2005-07-13 16:40:00,53.125
2005-07-13 17:20:00,64.375
2005-07-13 18:00:00,67.375
2005-07-13 18:40:00,71.25
2005-07-13 19:20:00,71.0
2005-07-13 20:00:00,69.25
2005-07-13 20:40:00,66.25
2005-07-13 21:20:00,66.875
2005-07-13 22:00:00,68.5
2005-07-13 22:40:00,67.875
2005-07-13 23:20:00,69.375
2005-07-14 00:00:00,63.375
2005-07-14 00:40:00,57.25
2005-07-14 01:20:00,48.625
2005-07-14 02:00:00,47.0
2005-07-14 02:40:00,44.25
2005-07-14 03:20:00,41.875
2005-07-14 04:00:00,40.375
2005-07-14 04:40:00,40.125
2005-07-14 05:20:00,38.5
2005-07-14 06:00:00,36.5
2005-07-14 06:40:00,33.375
2005-07-14 07:20:00,30.25
2005-07-14 08:00:00,28.75
2005-07-14 08:40:00,24.0
2005-07-14 09:20:00,22.375
2005-07-14 10:00:00,21.75
2005-07-14 10:40:00,20.5
2005-07-14 11:20:00,19.625
2005-07-14 12:00:00,19.375
2005-07-14 12:40:00,18.75
2005-07-14 13:20:00,21.625
2005-07-14 14:00:00,23.375
2005-07-14 14:40:00,31.25
2005-07-14 15:20:00,46.5
2005-07-14 16:00:00,63.375
2005-07-14 16:40:00,74.125
2005-07-14 17:20:00,79.0
2005-07-14 18:00:00,87.375
2005-07-14 18:40:00,87.125
2005-07-14 19:20:00,70.375
2005-07-14 20:00:00,70.25
2005-07-14 20:40:00,67.0
2005-07-14 21:20:00,68.625
2005-07-14 22:00:00,66.375
2005-07-14 22:40:00,60.875
2005-07-14 23:20:00,53.875
2005-07-15 00:00:00,51.875
2005-07-15 00:40:00,51.75
2005-07-15 01:20:00,45.0
2005-07-15 02:00:00,41.0
2005-07-15 02:40:00,37.75
2005-07-15 03:20:00,35.5
2005-07-15 04:00:00,33.75
2005-07-15 04:40:00,33.25
2005-07-15 05:20:00,32.125
2005-07-15 06:00:00,30.625
2005-07-15 06:40:00,28.25
2005-07-15 07:20:00,25.5
2005-07-15 08:00:00,23.25
2005-07-15 08:40:00,22.0
2005-07-15 09:20:00,20.5
2005-07-15 10:00:00,20.75
2005-07-15 10:40:00,19.25
2005-07-15 11:20:00,19.25
2005-07-15 12:00:00,18.0
2005-07-15 12:40:00,17.75
2005-07-15 13:20:00,17.375
2005-07-15 14:00:00,18.125
2005-07-15 14:40:00,19.25
2005-07-15 15:20:00,21.25
2005-07-15 16:00:00,25.5
2005-07-15 16:40:00,27.875
2005-07-15 17:20:00,29.875
2005-07-15 18:00:00,33.25
2005-07-15 18:40:00,34.875
2005-07-15 19:20:00,34.125
2005-07-15 20:00:00,33.5
2005-07-15 20:40:00,32.875
2005-07-15 21:20:00,32.5
2005-07-15 22:00:00,32.25
2005-07-15 22:40:00,32.25
2005-07-15 23:20:00,32.75
2005-07-16 00:00:00,31.5
2005-07-16 00:40:00,30.75
2005-07-16 01:20:00,31.125
2005-07-16 02:00:00,31.25
2005-07-16 02:40:00,31.25
2005-07-16 03:20:00,30.5
2005-07-16 04:00:00,30.625
2005-07-16 04:40:00,29.875
2005-07-16 05:20:00,29.375
2005-07-16 06:00:00,27.5
2005-07-16 06:40:00,26.0
2005-07-16 07:20:00,23.125
2005-07-16 08:00:00,22.625
2005-07-16 08:40:00,21.25
2005-07-16 09:20:00,19.875
2005-07-16 10:00:00,19.75
2005-07-16 10:40:00,19.5
2005-07-16 11:20:00,17.375
2005-07-16 12:00:00,17.5
2005-07-16 12:40:00,16.75
2005-07-16 13:20:00,16.25
2005-07-16 14:00:00,16.375
2005-07-16 14:40:00,16.875
2005-07-16 15:20:00,18.75
2005-07-16 16:00:00,21.875
2005-07-16 16:40:00,24.0
2005-07-16 17:20:00,27.125
2005-07-16 18:00:00,29.625
2005-07-16 18:40:00,30.875
2005-07-16 19:20:00,32.125
2005-07-16 20:00:00,31.125
2005-07-16 20:40:00,31.625
2005-07-16 21:20:00,32.375
2005-07-16 22:00:00,31.75
2005-07-16 22:40:00,32.0
2005-07-16 23:20:00,31.0
2005-07-17 00:00:00,31.5
2005-07-17 00:40:00,32.125
2005-07-17 01:20:00,33.75
2005-07-17 02:00:00,34.0
2005-07-17 02:40:00,33.875
2005-07-17 03:20:00,34.5
2005-07-17 04:00:00,34.875
2005-07-17 04:40:00,33.5
2005-07-17 05:20:00,29.625
2005-07-17 06:00:00,26.125
2005-07-17 06:40:00,23.25
2005-07-17 07:20:00,21.125
2005-07-17 08:00:00,19.25
2005-07-17 08:40:00,19.375
2005-07-17 09:20:00,19.625
2005-07-17 10:00:00,18.375
2005-07-17 10:40:00,16.625
2005-07-17 11:20:00,16.75
2005-07-17 12:00:00,20.375
2005-07-17 12:40:00,20.125
2005-07-17 13:20:00,27.75
2005-07-17 14:00:00,42.5
2005-07-17 14:40:00,60.875
2005-07-17 15:20:00,76.125
2005-07-17 16:00:00,83.625
2005-07-17 16:40:00,87.5
2005-07-17 17:20:00,88.375
2005-07-17 18:00:00,92.5
2005-07-17 18:40:00,91.75
2005-07-17 19:20:00,89.875
2005-07-17 20:00:00,89.25
2005-07-17 20:40:00,88.625
2005-07-17 21:20:00,88.875
2005-07-17 22:00:00,87.375
2005-07-17 22:40:00,83.5
2005-07-17 23:20:00,74.5
2005-07-18 00:00:00,62.75
2005-07-18 00:40:00,54.0
2005-07-18 01:20:00,46.125
2005-07-18 02:00:00,42.75
2005-07-18 02:40:00,41.5
2005-07-18 03:20:00,38.5
2005-07-18 04:00:00,36.875
2005-07-18 04:40:00,33.5
2005-07-18 05:20:00,31.0
2005-07-18 06:00:00,28.75
2005-07-18 06:40:00,25.875
2005-07-18 07:20:00,23.125
2005-07-18 08:00:00,20.625
2005-07-18 08:40:00,21.875
2005-07-18 09:20:00,20.375
2005-07-18 10:00:00,18.75
2005-07-18 10:40:00,18.5
2005-07-18 11:20:00,19.25
2005-07-18 12:00:00,19.75
2005-07-18 12:40:00,25.25
2005-07-18 13:20:00,34.0
2005-07-18 14:00:00,51.125
2005-07-18 14:40:00,66.0
2005-07-18 15:20:00,77.125
2005-07-18 16:00:00,83.125
2005-07-18 16:40:00,89.5
2005-07-18 17:20:00,90.75
2005-07-18 18:00:00,90.125
2005-07-18 18:40:00,88.25
2005-07-18 19:20:00,90.0
2005-07-18 20:00:00,91.875
2005-07-18 20:40:00,90.375
2005-07-18 21:20:00,89.0
2005-07-18 22:00:00,83.25
2005-07-18 22:40:00,77.125
2005-07-18 23:20:00,68.0
2005-07-19 00:00:00,54.0
2005-07-19 00:40:00,49.0
2005-07-19 01:20:00,44.25
2005-07-19 02:00:00,44.25
2005-07-19 02:40:00,45.125
2005-07-19 03:20:00,40.875
2005-07-19 04:00:00,37.125
2005-07-19 04:40:00,33.875
2005-07-19 05:20:00,30.0
2005-07-19 06:00:00,25.875
2005-07-19 06:40:00,23.875
2005-07-19 07:20:00,21.625
2005-07-19 08:00:00,19.75
2005-07-19 08:40:00,19.375
2005-07-19 09:20:00,17.5
2005-07-19 10:00:00,16.75
2005-07-19 10:40:00,17.75
2005-07-19 11:20:00,21.375
2005-07-19 12:00:00,22.625
2005-07-19 12:40:00,31.0
2005-07-19 13:20:00,45.5
2005-07-19 14:00:00,60.375
2005-07-19 14:40:00,74.375
2005-07-19 15:20:00,81.25
2005-07-19 16:00:00,86.375
2005-07-19 16:40:00,90.25
2005-07-19 17:20:00,92.0
2005-07-19 18:00:00,87.875
2005-07-19 18:40:00,87.0
2005-07-19 19:20:00,88.375
2005-07-19 20:00:00,87.25
2005-07-19 20:40:00,87.125
2005-07-19 21:20:00,83.25
2005-07-19 22:00:00,76.375
2005-07-19 22:40:00,68.25
2005-07-19 23:20:00,56.875
2005-07-20 00:00:00,48.875
2005-07-20 00:40:00,45.625
2005-07-20 01:20:00,42.5
2005-07-20 02:00:00,42.125
2005-07-20 02:40:00,41.5
2005-07-20 03:20:00,37.25
2005-07-20 04:00:00,34.5
2005-07-20 04:40:00,30.125
2005-07-20 05:20:00,26.25
2005-07-20 06:00:00,23.625
2005-07-20 06:40:00,18.875
2005-07-20 07:20:00,17.125
2005-07-20 08:00:00,17.375
2005-07-20 08:40:00,16.5
2005-07-20 09:20:00,16.25
2005-07-20 10:00:00,15.5
2005-07-20 10:40:00,16.25
2005-07-20 11:20:00,18.25
2005-07-20 12:00:00,22.75
2005-07-20 12:40:00,30.0
2005-07-20 13:20:00,39.375
2005-07-20 14:00:00,47.375
2005-07-20 14:40:00,52.0
2005-07-20 15:20:00,55.5
2005-07-20 16:00:00,59.0
2005-07-20 16:40:00,58.0
2005-07-20 17:20:00,58.0
2005-07-20 18:00:00,59.0
2005-07-20 18:40:00,58.875
2005-07-20 19:20:00,59.25
2005-07-20 20:00:00,56.875
2005-07-20 20:40:00,56.875
2005-07-20 21:20:00,53.875
2005-07-20 22:00:00,51.875
2005-07-20 22:40:00,57.0
2005-07-20 23:20:00,49.875
2005-07-21 00:00:00,43.125
2005-07-21 00:40:00,42.5
2005-07-21 01:20:00,38.625
2005-07-21 02:00:00,38.5
2005-07-21 02:40:00,35.75
2005-07-21 03:20:00,33.875
2005-07-21 04:00:00,31.5
2005-07-21 04:40:00,31.25
2005-07-21 05:20:00,22.125
2005-07-21 06:00:00,22.5
2005-07-21 06:40:00,21.0
2005-07-21 07:20:00,19.75
2005-07-21 08:00:00,18.875
2005-07-21 08:40:00,20.125
2005-07-21 09:20:00,18.375
2005-07-21 10:00:00,18.125
2005-07-21 10:40:00,19.125
2005-07-21 11:20:00,22.25
2005-07-21 12:00:00,30.875
2005-07-21 12:40:00,43.0
2005-07-21 13:20:00,59.25
2005-07-21 14:00:00,67.5
2005-07-21 14:40:00,72.875
2005-07-21 15:20:00,77.375
2005-07-21 16:00:00,81.625
2005-07-21 16:40:00,80.875
2005-07-21 17:20:00,76.875
2005-07-21 18:00:00,77.75
2005-07-21 18:40:00,77.625
2005-07-21 19:20:00,76.625
2005-07-21 20:00:00,70.5
2005-07-21 20:40:00,65.875
2005-07-21 21:20:00,58.5
2005-07-21 22:00:00,51.375
2005-07-21 22:40:00,43.625
2005-07-21 23:20:00,39.0
2005-07-22 00:00:00,36.375
2005-07-22 00:40:00,34.375
2005-07-22 01:20:00,33.625
2005-07-22 02:00:00,32.125
2005-07-22 02:40:00,30.625
2005-07-22 03:20:00,28.5
2005-07-22 04:00:00,26.375
2005-07-22 04:40:00,25.375
2005-07-22 05:20:00,24.875
2005-07-22 06:00:00,21.25
2005-07-22 06:40:00,19.25
2005-07-22 07:20:00,19.25
2005-07-22 08:00:00,18.875
2005-07-22 08:40:00,16.375
2005-07-22 09:20:00,15.75
2005-07-22 10:00:00,15.625
2005-07-22 10:40:00,15.375
2005-07-22 11:20:00,15.875
2005-07-22 12:00:00,16.875
2005-07-22 12:40:00,19.375
2005-07-22 13:20:00,22.0
2005-07-22 14:00:00,23.375
2005-07-22 14:40:00,26.0
2005-07-22 15:20:00,28.875
2005-07-22 16:00:00,29.75
2005-07-22 16:40:00,30.75
2005-07-22 17:20:00,30.25
2005-07-22 18:00:00,30.25
2005-07-22 18:40:00,29.375
2005-07-22 19:20:00,29.5
2005-07-22 20:00:00,29.375
2005-07-22 20:40:00,28.125
2005-07-22 21:20:00,28.25
2005-07-22 22:00:00,30.125
2005-07-22 22:40:00,29.75
2005-07-22 23:20:00,29.0
